2,18,22,26,33,42
2,18,22,26,33,49
2,18,22,26,37,42
2,18,22,26,37,49
2,18,22,28,33,42
2,18,22,28,33,49
2,18,22,28,37,42
2,18,22,28,37,49
2,18,22,31,33,42
2,18,22,31,33,49
2,18,22,31,37,42
2,18,22,31,37,49
2,18,27,26,33,42
2,18,27,26,33,49
2,18,27,26,37,42
2,18,27,26,37,49
2,18,27,28,33,42
2,18,27,28,33,49
2,18,27,28,37,42
2,18,27,28,37,49
2,18,27,31,33,42
2,18,27,31,33,49
2,18,27,31,37,42
2,18,27,31,37,49
2,19,22,26,33,42
2,19,22,26,33,49
2,19,22,26,37,42
2,19,22,26,37,49
2,19,22,28,33,42
2,19,22,28,33,49
2,19,22,28,37,42
2,19,22,28,37,49
2,19,22,31,33,42
2,19,22,31,33,49
2,19,22,31,37,42
2,19,22,31,37,49
2,19,27,26,33,42
2,19,27,26,33,49
2,19,27,26,37,42
2,19,27,26,37,49
2,19,27,28,33,42
2,19,27,28,33,49
2,19,27,28,37,42
2,19,27,28,37,49
2,19,27,31,33,42
2,19,27,31,33,49
2,19,27,31,37,42
2,19,27,31,37,49
48,18,22,26,33,42
48,18,22,26,33,49
48,18,22,26,37,42
48,18,22,26,37,49
48,18,22,28,33,42
48,18,22,28,33,49
48,18,22,28,37,42
48,18,22,28,37,49
48,18,22,31,33,42
48,18,22,31,33,49
48,18,22,31,37,42
48,18,22,31,37,49
48,18,27,26,33,42
48,18,27,26,33,49
48,18,27,26,37,42
48,18,27,26,37,49
48,18,27,28,33,42
48,18,27,28,33,49
48,18,27,28,37,42
48,18,27,28,37,49
48,18,27,31,33,42
48,18,27,31,33,49
48,18,27,31,37,42
48,18,27,31,37,49
48,19,22,26,33,42
48,19,22,26,33,49
48,19,22,26,37,42
48,19,22,26,37,49
48,19,22,28,33,42
48,19,22,28,33,49
48,19,22,28,37,42
48,19,22,28,37,49
48,19,22,31,33,42
48,19,22,31,33,49
48,19,22,31,37,42
48,19,22,31,37,49
48,19,27,26,33,42
48,19,27,26,33,49
48,19,27,26,37,42
48,19,27,26,37,49
48,19,27,28,33,42
48,19,27,28,33,49
48,19,27,28,37,42
48,19,27,28,37,49
48,19,27,31,33,42
48,19,27,31,33,49
48,19,27,31,37,42
48,19,27,31,37,49
